0,1,2,3,4,5,6,Cluster
1.6,198.0,113.0,6.7,6.7,74.4,0.7344,2
2.3,293.0,129.0,7.5,6.4,74.9,0.7238,1
2.4,356.0,128.0,7.5,4.9,80.1,0.7011,1
2.0,285.0,122.0,6.2,4.8,79.4,0.6872,1
1.6,180.0,109.0,5.1,3.3,82.6,0.645,2
1.8,266.0,115.0,4.8,2.4,86.6,0.6369,1
1.1,158.0,92.0,3.1,3.4,81.4,0.6425,2
1.0,95.0,70.0,2.8,4.2,77.0,0.6439,2
1.3,148.0,83.0,4.3,3.5,80.8,0.6406,2
1.9,337.0,127.0,9.7,3.5,80.3,0.6366,1
2.6,453.0,142.0,10.9,4.0,78.5,0.645,1
2.7,497.0,155.0,10.6,4.5,76.6,0.6534,1
2.4,448.0,153.0,10.0,5.6,72.3,0.6627,1
2.7,496.0,177.0,11.6,7.5,64.4,0.672,1
3.1,535.0,179.0,15.6,8.9,60.8,0.6921,1
4.4,644.0,212.0,18.1,10.6,55.3,0.7058,0
3.2,459.0,182.0,12.3,12.3,46.3,0.6597,1
2.9,409.0,168.0,11.4,12.2,47.0,0.6686,1
3.0,515.0,179.0,15.2,10.5,55.1,0.6993,1
3.7,640.0,182.0,17.4,8.7,66.3,0.7491,0
5.2,816.0,194.0,20.8,7.9,69.9,0.7487,0
3.3,505.0,166.0,12.8,7.6,65.3,0.6842,1
3.6,560.0,168.0,14.7,6.5,67.6,0.6608,1
2.3,389.0,148.0,8.3,5.9,66.4,0.6226,1
3.0,492.0,151.0,11.1,5.2,70.0,0.6232,1
3.8,531.0,165.0,13.6,5.2,67.8,0.6028,1
3.2,487.0,165.0,9.8,4.9,67.1,0.5863,1
2.1,293.0,128.0,7.6,5.1,65.5,0.5811,1
1.7,180.0,109.0,6.0,4.0,69.5,0.5706,2
1.7,219.0,115.0,5.9,3.7,68.9,0.5549,2
1.4,198.0,120.0,4.2,4.5,62.7,0.5343,2
1.2,166.0,106.0,4.5,4.7,62.3,0.5368,2
1.4,255.0,118.0,5.4,3.9,67.1,0.5483,1
1.4,312.0,156.0,4.8,5.7,54.5,0.5034,1
1.7,236.0,130.0,6.3,6.1,50.3,0.4769,2
1.0,172.0,112.0,2.6,9.0,39.5,0.4554,2
1.0,138.0,96.0,2.6,10.7,34.4,0.4406,2
0.8,121.0,89.0,2.2,11.1,33.4,0.4401,2
1.0,143.0,98.0,3.0,11.9,30.8,0.4285,2
0.8,114.0,85.0,1.9,11.4,32.0,0.431,2
0.7,107.0,80.0,2.0,11.3,32.5,0.4334,2
1.1,176.0,112.0,2.8,11.0,33.0,0.4331,2
1.1,180.0,121.0,3.3,10.3,35.0,0.4377,2
1.2,212.0,132.0,3.4,8.4,40.9,0.4542,2
2.0,331.0,160.0,7.1,8.3,38.5,0.4228,1
2.2,369.0,167.0,7.4,8.1,37.9,0.41,1
1.5,274.0,157.0,4.3,7.7,39.0,0.4106,1
1.2,199.0,130.0,3.9,7.0,41.5,0.4193,2
1.5,248.0,145.0,5.2,6.6,42.6,0.4179,1
1.4,197.0,133.0,3.8,6.4,44.2,0.428,2
1.2,147.0,110.0,3.5,6.0,46.0,0.4349,2
1.0,135.0,100.0,2.9,4.4,53.1,0.4484,2
0.6,180.0,109.0,1.4,4.0,54.3,0.4454,2
0.7,95.0,79.0,1.1,3.7,55.8,0.4489,2
0.5,94.0,79.0,1.0,2.6,58.6,0.4385,2
0.7,121.0,90.0,1.6,3.2,56.0,0.4364,2
1.0,131.0,95.0,3.2,3.6,55.4,0.4419,2
3.0,552.0,169.0,15.9,1.8,63.3,0.4464,1
4.1,614.0,199.0,18.0,2.4,60.2,0.4426,0
3.1,530.0,186.0,14.7,4.6,52.1,0.4472,1
3.8,721.0,208.0,15.1,8.2,40.5,0.4414,0
2.7,474.0,178.0,13.4,10.5,34.7,0.4393,1
3.1,514.0,176.0,14.5,11.1,33.3,0.4384,1
3.1,504.0,177.0,14.7,11.1,32.6,0.4292,1
3.2,508.0,182.0,17.0,12.4,28.3,0.4076,1
3.3,529.0,182.0,15.3,12.9,24.5,0.363,1
4.0,676.0,193.0,21.2,11.4,28.7,0.3865,0
8.6,1216.0,272.0,43.0,9.2,39.3,0.4573,0
8.7,1230.0,225.0,37.2,7.8,48.1,0.5115,0
3.6,582.0,181.0,16.7,7.2,50.6,0.517,0
3.0,460.0,172.0,13.4,6.0,53.3,0.5008,1
1.9,340.0,153.0,8.7,5.3,55.0,0.4921,1
1.9,298.0,143.0,7.4,4.2,58.1,0.4832,1
1.6,300.0,142.0,6.7,3.4,60.9,0.4809,1
1.4,223.0,131.0,5.0,3.0,60.2,0.4639,2
1.0,151.0,105.0,3.4,3.2,58.8,0.4578,2
0.7,180.0,109.0,2.4,3.3,57.7,0.4516,2
1.8,108.0,83.0,2.1,4.5,53.8,0.4572,2
0.8,125.0,87.0,2.5,3.1,59.7,0.4604,2
0.9,181.0,106.0,3.5,4.2,57.1,0.4743,2
1.5,341.0,140.0,6.9,3.4,58.5,0.4608,1
3.1,552.0,167.0,16.8,3.9,57.3,0.4661,1
5.1,839.0,175.0,20.3,4.3,56.8,0.4768,0
5.8,1049.0,235.0,25.0,5.6,52.9,0.4841,0
3.8,796.0,196.0,17.2,5.5,54.9,0.4985,0
4.4,999.0,211.0,21.4,5.1,64.3,0.5697,0
4.9,1022.0,234.0,25.1,5.5,66.1,0.601,0
5.2,1023.0,240.0,28.0,5.5,69.3,0.6331,0
4.6,1065.0,243.0,26.1,5.0,75.5,0.6667,0
4.8,1098.0,224.0,24.7,5.2,76.2,0.6796,0
4.9,1099.0,240.0,24.5,5.3,77.4,0.6954,0
4.9,939.0,215.0,27.7,5.0,79.6,0.7022,0
5.5,875.0,216.0,26.0,5.1,83.0,0.7352,0
4.2,745.0,184.0,21.7,6.4,82.9,0.8022,0
1.5,339.0,152.0,6.0,10.3,74.0,0.9237,1
0.1,135.0,104.0,3.3,11.3,71.8,0.9577,2
0.2,167.0,104.0,4.9,9.8,81.9,0.9923,2
0.9,232.0,124.0,6.6,9.5,83.8,0.9972,2
1.0,273.0,127.0,6.7,9.9,81.0,0.9885,1
0.4,165.0,109.0,4.4,9.9,79.8,0.9725,2
1.8,180.0,109.0,1.5,6.9,76.4,0.7661,2
1.8,75.0,73.0,1.1,4.8,75.7,0.659,2
1.8,53.0,52.0,0.9,4.7,78.9,0.682,2
1.8,72.0,57.0,1.2,5.0,75.0,0.6627,2
0.1,130.0,89.0,2.5,5.6,69.5,0.6362,2
0.7,265.0,128.0,7.6,7.0,64.9,0.6512,1
1.2,314.0,152.0,7.3,7.1,65.4,0.6644,1
0.2,194.0,128.0,3.7,6.4,67.4,0.6537,2
1.8,180.0,124.0,2.5,5.3,75.9,0.6824,2
1.8,181.0,117.0,2.7,6.3,73.0,0.7024,2
0.3,193.0,110.0,4.6,8.6,63.3,0.7073,2
0.6,263.0,128.0,6.7,10.0,55.0,0.6753,1
0.2,176.0,114.0,4.3,9.4,53.6,0.6333,2
0.2,168.0,110.0,4.3,9.2,55.0,0.6402,2
0.7,170.0,112.0,4.1,8.7,55.1,0.6228,2
1.8,234.0,130.0,7.6,8.9,54.4,0.62,2
2.2,256.0,135.0,7.0,8.6,53.6,0.5992,1
2.3,257.0,141.0,9.6,9.0,50.4,0.5809,1
2.6,317.0,141.0,7.8,9.2,49.8,0.5808,1
1.1,135.0,95.0,2.4,8.8,52.1,0.5918,2
1.2,159.0,97.0,3.9,8.8,50.9,0.5781,2
1.8,186.0,112.0,4.1,8.7,51.1,0.5755,2
1.1,102.0,74.0,2.5,8.6,51.5,0.5772,2
0.9,75.0,62.0,1.3,8.5,51.9,0.5766,2
0.7,180.0,109.0,1.2,8.1,53.1,0.5742,2
0.6,41.0,40.0,0.7,7.8,54.2,0.5755,2
0.6,50.0,45.0,0.9,7.1,56.0,0.569,2
0.9,189.0,93.0,2.9,7.0,57.6,0.5784,2
1.0,182.0,104.0,2.7,7.5,55.3,0.5734,2
3.4,636.0,162.0,14.4,7.0,56.3,0.566,0
4.2,704.0,169.0,17.2,7.6,53.5,0.5605,0
4.4,854.0,190.0,17.4,8.3,50.5,0.5558,0
2.9,652.0,170.0,11.5,12.4,37.1,0.5329,0
2.6,529.0,151.0,11.9,13.9,32.3,0.5117,1
2.6,438.0,150.0,12.6,14.4,28.9,0.4723,1
3.0,438.0,154.0,14.3,14.8,25.4,0.4259,1
2.3,378.0,140.0,10.3,15.1,20.8,0.3536,1
3.0,482.0,167.0,14.5,15.4,23.5,0.4076,1
4.5,709.0,204.0,21.9,13.7,28.1,0.4381,0
6.0,796.0,210.0,28.5,11.5,37.5,0.5068,0
4.3,605.0,182.0,21.2,10.4,42.3,0.5337,0
3.4,472.0,165.0,16.0,9.9,44.0,0.5381,1
2.8,411.0,150.0,13.0,8.7,48.3,0.5458,1
2.1,264.0,132.0,7.0,8.1,49.9,0.5417,1
1.7,217.0,120.0,6.4,7.3,52.8,0.5419,2
1.8,211.0,119.0,5.8,8.0,52.2,0.5623,2
1.6,179.0,110.0,5.6,6.8,56.4,0.5609,2
1.4,135.0,94.0,4.5,6.7,57.4,0.5654,2
1.3,180.0,109.0,4.6,5.9,62.1,0.5806,2
1.8,221.0,101.0,5.9,5.4,65.9,0.5947,2
1.3,284.0,117.0,6.6,5.5,66.5,0.6054,1
1.6,357.0,121.0,9.2,5.9,65.8,0.6178,1
2.4,469.0,138.0,12.2,6.4,63.9,0.6192,1
4.5,766.0,174.0,22.6,7.2,62.2,0.6351,0
5.7,875.0,179.0,29.0,7.9,60.0,0.6406,0
4.3,800.0,175.0,19.4,8.3,58.5,0.6403,0
4.2,815.0,183.0,20.5,9.3,54.5,0.6415,0
4.5,841.0,189.0,22.5,10.2,53.1,0.6608,0
5.0,827.0,198.0,24.0,11.1,51.4,0.679,0
2.9,402.0,142.0,13.9,12.8,46.9,0.6919,1
3.0,415.0,139.0,16.8,13.1,48.0,0.7181,1
3.3,435.0,99.0,20.2,13.5,51.5,0.793,1
1.4,570.0,135.0,16.4,13.4,51.2,0.7808,0
2.3,530.0,223.0,18.0,12.1,55.3,0.7777,1
1.6,617.0,194.0,20.3,12.0,56.5,0.7924,0
4.9,983.0,244.0,38.1,10.4,64.4,0.8123,0
6.4,1200.0,243.0,35.7,9.4,69.1,0.815,0
3.5,1028.0,230.0,21.8,8.9,71.0,0.8115,0
1.7,797.0,207.0,18.2,8.1,73.8,0.7968,0
2.6,977.0,223.0,20.1,7.3,76.8,0.7904,0
1.6,811.0,216.0,14.4,7.3,76.7,0.7862,0
1.5,757.0,198.0,15.1,7.1,77.3,0.7826,0
0.9,180.0,109.0,13.1,6.7,78.7,0.7779,2
0.5,388.0,126.0,11.5,7.0,77.8,0.7848,1
0.9,497.0,144.0,13.7,5.7,80.5,0.7416,1
0.4,582.0,183.0,11.6,5.2,81.4,0.7276,0
0.5,574.0,193.0,13.2,5.6,80.4,0.7349,0
0.8,588.0,196.0,15.6,6.3,78.8,0.7544,0
1.4,645.0,208.0,16.9,6.9,76.9,0.7682,0
1.6,643.0,217.0,18.5,9.2,67.7,0.79,0
1.5,628.0,246.0,16.6,11.6,59.8,0.8152,0
1.0,547.0,204.0,15.0,14.0,52.0,0.8288,1
1.0,461.0,192.0,15.0,15.0,50.2,0.8495,1
1.3,455.0,186.0,16.9,14.9,49.9,0.8394,1
0.1,244.0,133.0,7.0,15.8,33.8,0.6034,2
1.8,202.0,126.0,5.9,15.4,29.3,0.5068,2
1.8,256.0,138.0,7.1,14.4,25.7,0.4193,1
0.1,310.0,148.0,8.6,13.4,27.2,0.4157,1
0.4,391.0,167.0,12.2,12.2,28.7,0.4077,1
0.7,444.0,175.0,12.6,11.3,25.7,0.3422,1
2.7,794.0,224.0,21.1,9.7,31.9,0.3848,0
2.1,716.0,215.0,16.9,8.4,36.5,0.4035,0
1.3,565.0,196.0,15.1,8.2,36.8,0.4016,0
0.8,451.0,195.0,10.1,8.0,36.0,0.3872,1
1.8,313.0,181.0,7.5,7.0,39.9,0.4006,1
1.8,241.0,150.0,7.6,5.7,44.3,0.4093,2
1.8,180.0,109.0,5.9,4.7,46.6,0.4025,2
1.8,224.0,139.0,5.5,4.2,50.8,0.4234,2
1.8,82.0,74.0,2.3,4.6,45.1,0.3861,2
1.8,89.0,73.0,2.0,2.7,53.3,0.4006,2
1.8,93.0,77.0,1.6,3.1,51.0,0.3947,2
1.8,134.0,98.0,2.1,2.5,54.1,0.4017,2
1.8,189.0,121.0,4.4,3.1,53.5,0.4123,2
1.8,292.0,162.0,6.4,5.0,47.5,0.418,1
1.8,326.0,178.0,7.3,5.8,43.4,0.4032,1
1.8,397.0,206.0,8.7,7.1,42.8,0.4327,1
1.8,371.0,191.0,9.2,7.9,41.6,0.4459,1
1.8,305.0,175.0,7.9,8.1,41.2,0.448,1
1.8,328.0,169.0,9.0,8.3,41.3,0.4533,1
1.8,281.0,180.0,7.0,8.9,49.1,0.5629,1
1.8,168.0,124.0,3.7,7.1,66.0,0.6678,2
1.8,183.0,130.0,4.3,5.7,75.1,0.6942,2
1.8,217.0,141.0,6.8,5.4,77.6,0.7031,2
1.8,245.0,157.0,8.7,5.4,78.2,0.7074,1
1.8,154.0,123.0,4.7,7.3,68.1,0.6979,2
1.8,141.0,104.0,3.5,5.8,74.4,0.6924,2
1.8,210.0,134.0,5.4,6.2,72.3,0.6887,2
1.8,140.0,105.0,4.4,5.9,72.7,0.6791,2
1.8,191.0,121.0,6.0,5.0,76.5,0.6728,2
0.1,248.0,136.0,7.6,4.0,80.4,0.663,2
1.8,180.0,109.0,1.9,5.8,59.0,0.5493,2
1.8,50.0,48.0,1.0,5.8,59.5,0.5519,2
0.3,43.0,40.0,0.6,6.6,51.3,0.5026,2
0.5,86.0,67.0,1.2,7.0,47.2,0.4745,2
0.6,152.0,104.0,2.9,6.6,47.9,0.4686,2
1.8,341.0,169.0,11.1,7.2,49.8,0.5061,1
2.0,355.0,203.0,9.7,6.9,52.8,0.5293,1
1.4,327.0,183.0,5.7,8.7,46.7,0.5249,1
0.6,240.0,151.0,5.4,10.0,40.6,0.4971,2
0.5,217.0,138.0,5.1,11.8,35.4,0.4877,2
0.7,191.0,127.0,5.8,10.7,37.2,0.4788,2
0.7,180.0,109.0,5.6,10.9,34.9,0.456,2
1.1,256.0,148.0,8.0,10.7,33.1,0.4256,1
1.3,287.0,172.0,7.1,10.6,34.2,0.4375,1
1.0,278.0,163.0,7.6,8.9,38.1,0.4341,1
1.5,302.0,180.0,10.4,7.8,39.7,0.4206,1
1.5,259.0,169.0,8.9,7.3,42.2,0.4341,1
1.2,221.0,152.0,7.3,6.9,42.5,0.4257,2
0.3,142.0,107.0,3.6,6.6,43.2,0.4247,2
1.8,93.0,75.0,1.7,6.4,41.7,0.4034,2
1.8,71.0,58.0,1.5,6.1,42.6,0.4041,2
1.8,66.0,57.0,1.0,5.9,41.8,0.3928,2
1.8,49.0,44.0,0.6,5.7,41.5,0.3836,2
1.8,29.0,29.0,0.4,5.5,42.4,0.3867,2
1.8,180.0,109.0,0.3,4.5,52.0,0.4436,2
1.8,19.0,19.0,0.2,4.3,51.6,0.4323,2
1.8,20.0,20.0,0.2,3.7,56.3,0.453,2
1.8,39.0,35.0,0.1,3.3,58.1,0.4559,2
1.8,77.0,60.0,0.4,3.9,47.3,0.3862,2
0.2,180.0,115.0,2.9,4.3,45.9,0.3843,2
0.7,243.0,157.0,5.4,4.2,50.1,0.4168,2
0.5,236.0,147.0,5.1,3.4,62.7,0.4943,2
0.4,297.0,188.0,3.8,5.0,51.4,0.4534,1
0.3,235.0,126.0,3.9,5.7,44.1,0.4063,2
0.3,186.0,114.0,3.6,5.2,44.5,0.3968,2
0.4,196.0,123.0,4.2,4.7,48.6,0.4194,2
0.2,167.0,107.0,3.6,4.5,51.0,0.4327,2
0.4,211.0,121.0,3.6,5.1,50.1,0.4432,2
0.4,194.0,118.0,3.9,5.0,50.4,0.443,2
0.7,206.0,134.0,4.9,4.3,56.4,0.4721,2
1.0,211.0,142.0,5.8,4.3,56.7,0.476,2
1.1,197.0,133.0,6.1,4.3,57.0,0.4771,2
0.3,139.0,106.0,2.8,3.5,60.3,0.4782,2
0.1,113.0,87.0,2.4,4.1,52.5,0.4351,2
1.8,81.0,67.0,1.5,3.9,50.6,0.4127,2
1.8,63.0,55.0,1.1,3.9,47.7,0.3901,2
1.8,55.0,49.0,0.9,4.0,47.8,0.3939,2
1.8,31.0,30.0,0.4,3.9,50.9,0.4144,2
1.8,180.0,109.0,0.3,3.0,57.7,0.4423,2
1.8,20.0,20.0,0.2,3.3,52.8,0.4137,2
1.8,17.0,17.0,0.1,2.7,53.9,0.4062,2
1.8,42.0,35.0,0.5,2.8,54.4,0.411,2
1.8,90.0,71.0,0.9,3.6,49.0,0.3915,2
0.3,227.0,136.0,3.3,3.3,50.2,0.3934,2
0.6,250.0,163.0,4.4,3.5,47.5,0.3778,1
0.3,219.0,143.0,2.8,4.3,49.4,0.4136,2
0.1,211.0,134.0,3.2,4.5,48.4,0.4131,2
0.1,189.0,130.0,2.7,4.3,50.0,0.4199,2
0.2,180.0,122.0,3.5,4.3,49.7,0.4166,2
0.5,197.0,129.0,4.8,4.9,45.3,0.3955,2
0.3,198.0,132.0,3.4,5.6,42.4,0.3884,2
0.3,203.0,133.0,4.2,5.7,43.1,0.3984,2
0.3,188.0,126.0,4.2,4.8,49.7,0.4305,2
1.0,294.0,177.0,8.5,5.1,43.0,0.3821,1
1.4,302.0,185.0,9.2,5.3,44.4,0.397,1
1.4,261.0,169.0,7.6,4.9,47.9,0.418,1
1.1,232.0,151.0,6.2,4.7,50.8,0.4398,2
0.4,154.0,114.0,2.9,4.6,54.8,0.4704,2
0.2,120.0,90.0,2.5,4.0,56.8,0.4688,2
0.2,117.0,87.0,2.6,4.2,46.8,0.39,2
0.2,108.0,83.0,2.2,4.5,42.0,0.3571,2
0.2,97.0,74.0,2.5,4.1,42.1,0.3487,2
1.8,180.0,109.0,0.8,4.5,39.7,0.3379,2
1.8,28.0,28.0,0.3,4.4,42.2,0.3571,2
0.4,27.0,26.0,0.3,4.1,45.9,0.3804,2
0.5,81.0,61.0,0.7,4.3,42.5,0.3556,2
0.7,129.0,91.0,1.4,4.6,38.1,0.3267,2
1.9,336.0,184.0,6.6,4.6,39.4,0.3367,1
2.4,335.0,204.0,8.4,4.8,41.9,0.3634,1
2.0,318.0,185.0,5.5,5.9,40.2,0.376,1
1.3,201.0,125.0,3.5,7.0,38.4,0.3861,2
1.0,166.0,104.0,3.0,6.6,40.2,0.3944,2
1.2,192.0,115.0,4.1,6.6,41.2,0.4046,2
1.5,198.0,126.0,4.7,7.3,36.8,0.3779,2
1.3,198.0,125.0,4.5,7.3,35.0,0.3584,2
1.5,223.0,139.0,4.7,7.0,33.5,0.3367,2
1.5,224.0,142.0,5.1,6.5,32.4,0.3155,2
2.1,266.0,170.0,7.7,5.7,33.9,0.3131,1
2.6,326.0,195.0,10.3,5.0,36.1,0.3178,1
3.0,343.0,202.0,11.5,4.7,38.3,0.3306,1
2.0,243.0,168.0,6.0,4.5,39.9,0.339,1
1.4,177.0,128.0,3.6,4.3,41.1,0.3451,2
1.3,155.0,115.0,4.3,4.0,43.1,0.3551,2
1.2,143.0,111.0,3.4,3.7,46.0,0.3701,2
1.1,124.0,97.0,2.4,3.3,47.4,0.3716,2
0.9,94.0,77.0,2.0,3.0,49.1,0.3774,2
0.8,180.0,109.0,1.4,3.5,48.0,0.3822,2
0.6,56.0,51.0,1.2,3.6,48.0,0.3835,2
0.5,58.0,49.0,0.9,4.0,47.8,0.3919,2
0.6,105.0,79.0,1.6,4.1,48.1,0.3975,2
0.7,122.0,92.0,1.7,4.1,47.4,0.3926,2
1.6,274.0,167.0,6.2,4.2,48.7,0.4073,1
2.2,342.0,206.0,8.2,4.1,49.8,0.4117,1
1.8,296.0,184.0,6.4,4.3,48.4,0.4043,1
1.5,279.0,176.0,5.9,4.6,49.7,0.4271,1
1.8,325.0,191.0,5.7,4.5,49.6,0.421,1
1.4,222.0,147.0,5.3,4.4,48.4,0.4087,2
2.1,279.0,174.0,7.3,4.7,47.2,0.4075,1
1.6,248.0,167.0,5.1,4.2,49.5,0.4118,1
1.3,193.0,138.0,3.9,3.4,50.7,0.3991,2
1.9,256.0,164.0,8.2,17.8,49.6,0.9954,1
2.4,288.0,190.0,8.2,17.8,49.6,0.9954,1
3.0,300.0,198.0,8.2,17.8,49.6,0.9954,1
1.9,224.0,155.0,8.2,17.8,49.6,0.9954,2
1.8,219.0,153.0,8.2,17.8,49.6,0.9954,2
1.1,145.0,110.0,8.2,17.8,49.6,0.9954,2
1.1,115.0,91.0,8.2,17.8,49.6,0.9954,2
1.1,136.0,105.0,8.2,17.8,49.6,0.9954,2
1.0,107.0,85.0,8.2,17.8,49.6,0.9954,2
0.7,70.0,60.0,0.8,1.9,49.7,0.3528,2
0.6,180.0,109.0,0.6,1.6,52.9,0.3692,2
0.5,37.0,34.0,0.5,1.4,53.8,0.3687,2
0.5,33.0,31.0,0.5,1.0,54.7,0.3657,2
0.4,43.0,37.0,0.6,1.4,52.3,0.3591,2
0.5,73.0,58.0,0.9,1.6,51.0,0.3561,2
0.8,125.0,92.0,2.0,1.4,53.1,0.3642,2
1.1,154.0,110.0,2.8,1.7,54.1,0.3785,2
1.1,140.0,101.0,2.8,2.5,51.0,0.3778,2
1.1,150.0,96.0,3.0,2.9,48.7,0.3706,2
1.1,139.0,102.0,2.4,3.6,45.8,0.3674,2
1.1,135.0,96.0,2.5,3.1,48.1,0.3722,2
1.2,152.0,102.0,3.0,3.4,46.6,0.3668,2
1.0,121.0,88.0,2.2,3.7,45.8,0.3697,2
1.2,122.0,87.0,2.6,4.4,43.7,0.3688,2
1.3,167.0,115.0,3.4,4.0,44.9,0.3689,2
1.4,165.0,118.0,3.0,3.3,46.8,0.3671,2
1.3,190.0,134.0,3.1,3.1,48.1,0.3707,2
1.4,176.0,125.0,3.4,2.8,49.0,0.37,2
1.5,196.0,140.0,2.9,3.1,47.4,0.3661,2
1.0,103.0,83.0,1.7,2.9,49.0,0.3725,2
1.0,91.0,73.0,1.6,2.8,49.1,0.3726,2
1.1,119.0,92.0,2.3,2.9,49.7,0.3782,2
1.3,147.0,109.0,2.2,3.8,46.5,0.3762,2
1.0,101.0,82.0,1.7,3.2,46.9,0.3658,2
1.1,180.0,109.0,2.2,3.1,45.2,0.3504,2
1.8,102.0,83.0,1.8,3.1,44.8,0.3473,2
0.6,55.0,50.0,0.6,3.1,44.4,0.342,2
0.5,51.0,44.0,0.6,3.0,43.4,0.3337,2
0.4,53.0,49.0,0.4,2.8,43.8,0.3308,2
0.5,74.0,62.0,0.7,2.7,43.2,0.3259,2
0.7,113.0,85.0,1.2,3.3,42.3,0.3299,2
0.8,107.0,82.0,1.4,4.6,39.0,0.333,2
0.8,101.0,77.0,2.0,5.6,37.5,0.3426,2
1.0,129.0,92.0,2.0,7.2,34.2,0.3488,2
0.9,126.0,95.0,1.6,6.9,35.6,0.3561,2
0.9,132.0,95.0,1.6,8.2,30.1,0.3281,2
0.9,101.0,76.0,1.8,7.6,27.9,0.2927,2
1.0,128.0,95.0,1.8,7.9,25.9,0.2774,2
1.0,170.0,118.0,2.6,7.8,28.3,0.3017,2
1.1,174.0,123.0,2.0,6.3,28.8,0.2772,2
1.2,215.0,140.0,2.8,5.4,30.1,0.2726,2
1.6,248.0,163.0,3.9,5.0,31.1,0.273,1
1.7,247.0,164.0,4.1,4.6,33.8,0.2898,1
1.1,154.0,120.0,2.4,4.3,36.6,0.3064,2
1.3,186.0,130.0,3.5,4.0,39.0,0.3203,2
1.7,231.0,145.0,4.6,2.9,42.8,0.3276,2
1.5,174.0,126.0,3.0,3.4,38.9,0.3076,2
0.8,68.0,61.0,1.0,4.0,36.4,0.2982,2
0.5,180.0,109.0,0.5,4.0,36.4,0.2989,2
0.4,39.0,37.0,0.4,3.7,37.7,0.3024,2
0.4,39.0,37.0,0.3,3.4,38.9,0.3075,2
0.4,54.0,50.0,0.6,3.7,37.5,0.3012,2
0.7,158.0,109.0,1.4,3.7,35.2,0.2833,2
1.8,350.0,198.0,7.1,3.7,33.9,0.2732,1
1.8,180.0,109.0,14.0,4.4,38.8,0.328,2
3.5,584.0,283.0,15.1,6.6,34.4,0.3359,0
2.8,478.0,256.0,12.5,10.0,22.4,0.2753,1
3.1,563.0,261.0,12.8,11.9,18.6,0.2581,0
2.5,414.0,181.0,11.9,12.5,17.2,0.2477,1
2.7,398.0,194.0,11.7,13.2,17.3,0.2606,1
2.9,451.0,214.0,14.7,13.5,18.7,0.2872,1
3.2,503.0,204.0,15.7,14.1,18.2,0.2908,1
4.1,640.0,228.0,21.1,13.0,20.3,0.303,0
6.1,843.0,270.0,27.4,10.4,24.7,0.3116,0
6.8,954.0,285.0,30.8,8.6,29.8,0.3344,0
6.8,984.0,282.0,29.2,7.3,36.8,0.3771,0
3.7,586.0,235.0,15.0,6.3,39.4,0.3795,0
2.1,360.0,208.0,7.1,5.4,43.5,0.3922,1
1.4,231.0,161.0,5.4,5.1,45.6,0.4056,2
1.3,200.0,146.0,4.8,4.2,49.4,0.412,2
1.1,153.0,123.0,3.8,4.1,50.1,0.415,2
1.0,135.0,109.0,3.5,4.1,51.5,0.4263,2
0.9,180.0,109.0,3.3,3.7,57.5,0.4621,2
0.8,196.0,115.0,3.6,2.5,64.8,0.4807,2
0.9,208.0,114.0,3.8,1.8,68.9,0.4878,2
1.1,241.0,122.0,4.2,2.0,64.9,0.4661,2
1.6,417.0,149.0,7.7,2.2,65.3,0.473,1
3.7,896.0,187.0,20.0,3.1,64.0,0.4938,0
4.8,966.0,198.0,22.1,3.7,61.7,0.4967,0
4.1,878.0,196.0,17.2,4.4,58.8,0.4979,0
4.5,985.0,218.0,21.4,5.8,54.1,0.502,0
4.5,1017.0,227.0,19.8,7.3,50.8,0.5226,0
3.7,683.0,181.0,18.8,9.5,47.2,0.5589,0
4.2,660.0,179.0,18.8,11.8,44.4,0.6118,0
3.3,492.0,151.0,16.7,12.7,45.5,0.6648,1
3.2,497.0,162.0,14.4,13.5,44.8,0.6898,1
3.6,562.0,165.0,16.3,12.3,48.9,0.6967,1
3.5,539.0,173.0,14.4,10.8,40.3,0.5201,1
4.1,502.0,188.0,17.0,9.4,36.7,0.4324,1
4.0,452.0,186.0,14.8,8.3,39.5,0.4318,1
3.3,357.0,172.0,9.8,7.8,41.3,0.4389,1
3.0,289.0,150.0,6.1,7.3,43.8,0.4505,1
2.6,221.0,137.0,5.4,6.7,47.6,0.4688,2
2.6,204.0,133.0,4.7,6.6,51.2,0.5007,2
2.6,183.0,122.0,5.1,6.4,52.6,0.5074,2
2.9,222.0,130.0,6.9,5.3,57.8,0.5177,2
2.9,180.0,109.0,7.3,3.4,66.7,0.5281,2
2.5,210.0,121.0,4.8,3.3,66.8,0.5215,2
2.0,185.0,115.0,3.6,3.7,62.9,0.5059,2
2.2,257.0,125.0,4.5,2.6,67.5,0.5034,1
2.4,297.0,136.0,5.2,3.5,60.9,0.4857,1
4.0,573.0,174.0,15.1,2.7,63.4,0.4787,0
6.7,883.0,224.0,27.3,2.8,64.2,0.4859,0
5.6,824.0,230.0,19.6,5.8,53.1,0.4942,0
4.3,693.0,205.0,14.8,9.7,40.1,0.4832,0
4.0,714.0,204.0,14.5,12.7,30.0,0.4398,0
2.6,388.0,139.0,10.1,13.7,20.7,0.3221,1
2.2,337.0,133.0,10.1,13.7,19.9,0.3114,1
1.9,326.0,127.0,8.3,14.1,18.1,0.2884,1
1.8,329.0,124.0,9.0,14.5,18.0,0.2956,1
3.1,465.0,158.0,13.4,13.2,20.4,0.3074,1
4.8,612.0,171.0,19.5,10.5,25.1,0.3194,0
